"Price","Distance","Type","BuildingArea","Bathroom","Rooms","Car","Landsize","YearBuilt","Propertycount","Date","SaleYear","AgeWhenSold"
1500000,5.1,"h",96,1,2,2,0,1928,4380,"19/11/2016",2016,88
830000,5.1,"u",112,2,3,2,0,2000,4380,"19/11/2016",2016,16
1200000,5.1,"u",111,2,2,1,0,2007,4380,"19/11/2016",2016,9
6e+05,5.1,"u",96,1,2,1,1452,1970,4380,"24/09/2016",2016,46
474000,5.1,"u",66,1,2,1,0,1985,4380,"28/08/2016",2016,31
1350000,5.1,"h",101,1,2,1,157,1900,4380,"28/08/2016",2016,116
1910000,5.1,"h",89,3,3,1,143,1890,4380,"28/08/2016",2016,126
915000,15,"h",237,3,4,1,531,1990,1369,"4/03/2017",2017,27
810000,15,"h",173,2,3,2,568,1975,1369,"10/12/2016",2016,41
753000,15,"h",154,2,3,1,536,1975,1369,"11/02/2017",2017,42
602500,15,"h",140,2,3,2,586,1970,1369,"13/08/2016",2016,46
742000,15,"h",117,1,3,1,614,1978,1369,"15/10/2016",2016,38
953000,15,"h",150,2,4,2,551,1997,1369,"15/10/2016",2016,19
650000,15,"h",129,1,3,1,706,1970,1369,"17/09/2016",2016,46
731000,15,"h",156,2,3,2,566,1991,1369,"18/06/2016",2016,25
710000,15,"h",115,1,3,1,616,1960,1369,"19/11/2016",2016,56
936000,15,"h",232,2,3,2,587,1994,1369,"26/07/2016",2016,22
721000,15,"h",122,1,3,1,687,1978,1369,"28/08/2016",2016,38
1e+06,7,"h",147,2,3,1,448,1940,6543,"3/09/2016",2016,76
890000,7,"h",103,1,2,2,471,1950,6543,"3/09/2016",2016,66
1165000,7,"h",105,1,3,0,191,1910,6543,"3/09/2016",2016,106
1550000,7,"h",233,2,4,2,427,2010,6543,"3/12/2016",2016,6
770000,7,"h",139,1,3,2,323,1960,6543,"3/12/2016",2016,56
871000,7,"h",100,2,3,2,428,1965,6543,"3/12/2016",2016,51
780000,7,"h",120,2,3,2,213,2004,6543,"3/12/2016",2016,12
650000,7,"t",2,1,2,1,0,1980,6543,"3/12/2016",2016,36
770000,7,"h",82,1,3,1,138,1890,6543,"3/12/2016",2016,126
1235000,7,"h",206,2,4,2,244,2011,6543,"4/03/2017",2017,6
1e+06,7,"h",105,1,2,1,220,1910,6543,"4/03/2017",2017,107
1320000,7,"h",171,2,3,2,473,1920,6543,"4/03/2017",2017,97
1100000,7,"h",129,2,3,0,214,1910,6543,"4/03/2017",2017,107
782000,7,"u",92,1,2,1,1555,2013,6543,"4/03/2017",2017,4
910000,7,"h",109,3,3,2,197,2013,6543,"4/06/2016",2016,3
856000,7,"h",100,1,2,1,261,1880,6543,"4/06/2016",2016,136
670000,7,"h",120,1,3,1,477,1960,6543,"4/06/2016",2016,56
706000,7,"h",93,1,4,0,165,1900,6543,"4/06/2016",2016,116
1050000,7,"h",132,2,3,1,462,1960,6543,"4/06/2016",2016,56
1320000,7,"h",171,2,4,1,319,1915,6543,"7/05/2016",2016,101
1815000,7,"h",172,2,5,2,644,1890,6543,"8/10/2016",2016,126
630000,7,"h",79,1,2,1,148,2003,6543,"8/10/2016",2016,13
1870000,7,"h",167,1,4,3,766,1968,6543,"8/10/2016",2016,48
1930000,7,"h",129,1,3,4,902,1920,6543,"10/12/2016",2016,96
510000,7,"u",83,1,1,2,0,2004,6543,"11/02/2017",2017,13
381000,7,"u",65,1,2,1,0,1960,6543,"11/02/2017",2017,57
1040000,7,"t",152,2,3,0,352,2016,6543,"12/11/2016",2016,0
470000,7,"h",83,1,1,2,0,2004,6543,"12/11/2016",2016,12
501344,7,"u",72,1,2,1,0,1950,6543,"13/08/2016",2016,66
796000,7,"h",120,1,3,1,464,1960,6543,"14/05/2016",2016,56
1055000,7,"h",116,1,3,3,670,1940,6543,"16/04/2016",2016,76
620000,7,"t",141,3,3,1,0,2014,6543,"16/04/2016",2016,2
345000,7,"u",47,1,1,1,0,1970,6543,"16/04/2016",2016,46
950000,7,"h",84,1,3,2,240,1880,6543,"16/04/2016",2016,136
1200000,7,"h",157,2,4,2,417,1900,6543,"16/07/2016",2016,116
1005000,7,"h",115,1,3,1,438,1960,6543,"16/07/2016",2016,56
1340000,7,"h",175,2,4,0,297,1900,6543,"18/03/2017",2017,117
865000,7,"h",87,1,3,1,189,1930,6543,"18/06/2016",2016,86
781500,7,"h",132,1,3,2,341,1950,6543,"18/06/2016",2016,66
1401000,7,"h",133,1,4,1,306,1910,6543,"19/11/2016",2016,106
630000,7,"h",121,2,2,2,168,2000,6543,"19/11/2016",2016,16
1137500,7,"h",244,3,5,4,446,1950,6543,"22/05/2016",2016,66
1158000,7,"h",96,1,4,3,411,1910,6543,"23/04/2016",2016,106
955000,7,"h",173,2,3,2,206,2006,6543,"24/09/2016",2016,10
1081000,7,"h",104,1,3,1,448,1940,6543,"24/09/2016",2016,76
725000,7,"h",128,1,3,5,558,1940,6543,"24/09/2016",2016,76
767000,7,"h",80,1,2,0,128,1920,6543,"25/02/2017",2017,97
1450000,7,"h",211,2,3,2,542,2016,6543,"25/02/2017",2017,1
1430000,7,"h",172,3,3,2,386,1940,6543,"25/02/2017",2017,77
1275000,7,"h",128,1,3,2,229,1910,6543,"25/02/2017",2017,107
1606000,7,"h",178,2,4,3,455,1890,6543,"26/07/2016",2016,126
780000,7,"h",114,1,2,1,435,1950,6543,"27/06/2016",2016,66
670000,7,"h",119,1,3,1,463,1950,6543,"27/06/2016",2016,66
1380000,7,"h",144,2,3,2,235,1910,6543,"27/11/2016",2016,106
480500,7,"u",65,1,2,1,0,1970,6543,"27/11/2016",2016,46
1520000,7,"h",160,2,4,0,261,1910,6543,"27/11/2016",2016,106
1287000,7,"h",213,2,5,2,488,1930,6543,"27/11/2016",2016,86
8e+05,7,"t",150,2,3,1,169,2007,6543,"28/05/2016",2016,9
1460000,7,"h",119,1,3,2,463,1900,6543,"28/05/2016",2016,116
840000,7,"h",127,1,3,1,470,1970,6543,"28/08/2016",2016,46
900500,7,"h",100,1,3,1,208,1970,6543,"28/08/2016",2016,46
940000,7,"h",146,2,3,2,171,2007,6543,"28/08/2016",2016,9
380000,9.1,"u",39,1,1,1,0,1990,1543,"3/12/2016",2016,26
1646000,9.1,"h",157,3,4,2,757,1950,1543,"4/03/2017",2017,67
470000,9.1,"u",71,1,2,1,976,2000,1543,"7/05/2016",2016,16
1346000,9.1,"h",204,2,4,2,559,1995,1543,"8/10/2016",2016,21
935000,9.1,"t",149,2,3,2,217,2005,1543,"10/09/2016",2016,11
3900000,9.1,"h",375,4,4,4,670,2010,1543,"10/12/2016",2016,6
1150000,9.1,"h",35,2,4,2,578,2010,1543,"11/02/2017",2017,7
1720000,9.1,"h",136,2,1,1,676,1965,1543,"15/10/2016",2016,51
1705000,9.1,"h",131,1,2,2,809,1980,1543,"15/10/2016",2016,36
1190000,9.1,"h",115,1,3,1,465,1950,1543,"17/09/2016",2016,66
1740000,9.1,"h",247,3,5,2,839,1925,1543,"18/06/2016",2016,91
1200000,9.1,"h",35,2,4,2,578,2010,1543,"19/11/2016",2016,6
726000,9.1,"u",111,1,3,1,229,1996,1543,"24/09/2016",2016,20
1300000,9.1,"t",205,3,3,1,593,2016,1543,"25/02/2017",2017,1
670000,9.1,"h",103,1,2,2,0,1990,1543,"27/11/2016",2016,26
1350000,9.1,"h",180,2,4,2,1076,1960,1543,"28/05/2016",2016,56
773000,9.5,"h",93,1,3,2,626,1955,790,"6/08/2016",2016,61
645000,9.5,"h",109,1,3,2,631,1950,790,"22/05/2016",2016,66
720000,9.5,"h",145,2,3,1,231,2012,790,"25/02/2017",2017,5
625000,9.5,"h",93,1,3,2,609,1950,790,"28/05/2016",2016,66
1310000,4.5,"h",144,1,3,2,456,1950,5533,"3/12/2016",2016,66
856000,4.5,"h",151,2,4,2,136,1997,5533,"3/12/2016",2016,19
580000,4.5,"h",65,1,2,1,0,1975,5533,"4/03/2017",2017,42
940000,4.5,"t",116,1,3,2,213,1995,5533,"4/03/2017",2017,22
1495000,4.5,"h",130,1,3,1,259,1920,5533,"4/03/2017",2017,97
1550000,4.5,"h",191,2,4,2,470,1940,5533,"4/06/2016",2016,76
1815000,4.5,"h",204,1,4,1,233,1890,5533,"6/08/2016",2016,126
1625000,4.5,"h",145,2,4,2,822,1890,5533,"7/05/2016",2016,126
899000,4.5,"t",124,2,3,1,116,2007,5533,"7/05/2016",2016,9
435000,4.5,"u",55,1,2,1,197,2012,5533,"8/10/2016",2016,4
1080000,4.5,"h",101,1,2,0,193,1890,5533,"10/09/2016",2016,126
656000,4.5,"u",79,1,2,1,0,1960,5533,"10/12/2016",2016,56
1574000,4.5,"h",207,3,3,2,336,2007,5533,"16/04/2016",2016,9
665000,4.5,"u",96,1,2,1,0,1940,5533,"16/07/2016",2016,76
590000,4.5,"u",71,2,2,1,0,2014,5533,"17/09/2016",2016,2
1679000,4.5,"h",118,2,3,0,326,1920,5533,"19/11/2016",2016,96
1050000,4.5,"t",151,3,3,2,87,1998,5533,"19/11/2016",2016,18
825000,4.5,"h",116,1,3,1,213,1920,5533,"22/05/2016",2016,96
998000,4.5,"h",118,1,3,2,104,2000,5533,"23/04/2016",2016,16
1010000,4.5,"t",133,2,3,1,0,2014,5533,"23/04/2016",2016,2
1050000,4.5,"h",122,1,3,1,279,1900,5533,"27/06/2016",2016,116
1600000,4.5,"h",113,1,3,2,812,1920,5533,"27/11/2016",2016,96
1325000,4.5,"h",135,2,3,2,190,1940,5533,"27/11/2016",2016,76
1335000,4.5,"h",113,1,3,2,308,1930,5533,"30/07/2016",2016,86
805000,4.5,"t",114,1,3,1,0,2003,5533,"30/07/2016",2016,13
1231010,3.5,"h",119,1,2,2,225,1910,438,"10/12/2016",2016,106
881000,3.5,"h",94,1,2,1,172,1900,438,"16/04/2016",2016,116
1202500,3.5,"h",77,1,2,1,149,1900,438,"24/09/2016",2016,116
1435000,3.5,"h",102,1,3,0,182,1890,438,"25/02/2017",2017,127
860000,1.8,"u",109,2,3,1,0,1994,6786,"4/06/2016",2016,22
1590000,1.8,"h",106,2,3,2,100,1900,6786,"7/05/2016",2016,116
610250,1.8,"u",72,1,2,1,0,1994,6786,"7/05/2016",2016,22
720000,1.8,"h",71,1,2,1,117,1890,6786,"7/05/2016",2016,126
840000,1.8,"h",81,1,2,0,66,1900,6786,"8/10/2016",2016,116
705000,1.8,"u",70,1,2,1,0,2000,6786,"12/11/2016",2016,16
1630100,1.8,"h",195,2,4,0,132,1890,6786,"14/05/2016",2016,126
5e+05,1.8,"u",65,2,2,1,0,2010,6786,"14/05/2016",2016,6
1010000,1.8,"h",60,1,2,0,101,1880,6786,"18/03/2017",2017,137
1170000,1.8,"h",81,1,2,1,144,1890,6786,"18/06/2016",2016,126
6e+05,1.8,"u",67,2,2,1,0,2013,6786,"22/05/2016",2016,3
1616000,1.8,"h",139,1,4,0,152,1890,6786,"25/02/2017",2017,127
589000,1.8,"u",63,1,2,1,0,1999,6786,"28/05/2016",2016,17
1117000,1.8,"h",92,1,2,0,128,1890,6786,"28/08/2016",2016,126
1935000,1.5,"u",150,2,2,2,0,2010,3040,"16/07/2016",2016,6
7e+05,1.5,"u",65,2,2,1,0,1970,3040,"22/08/2016",2016,46
750000,1.5,"u",46,1,1,0,0,1930,3040,"28/05/2016",2016,86
1422000,9.8,"h",335,2,4,2,505,2013,588,"4/06/2016",2016,3
1345000,9.8,"h",201,2,4,2,740,1950,588,"10/12/2016",2016,66
787500,9.8,"h",105,1,3,1,556,1940,588,"12/11/2016",2016,76
652500,9.8,"t",160,2,4,1,179,1995,588,"15/10/2016",2016,21
1300000,9.8,"h",184,2,5,2,616,1950,588,"16/07/2016",2016,66
730000,9.8,"t",118,2,3,2,0,2015,588,"18/06/2016",2016,1
1300000,9.8,"h",316,2,7,2,614,1970,588,"19/11/2016",2016,46
970000,9.8,"t",223,2,3,2,356,2011,588,"24/09/2016",2016,5
1115000,9.8,"h",192,1,3,1,688,1950,588,"30/07/2016",2016,66
333000,12.4,"u",79,1,2,1,97,1970,5070,"4/03/2017",2017,47
455000,12.4,"t",138,2,3,1,738,2010,5070,"4/03/2017",2017,7
378000,12.4,"h",100,1,2,1,215,1990,5070,"4/06/2016",2016,26
585000,12.4,"h",103,1,3,1,605,1960,5070,"6/08/2016",2016,56
615000,12.4,"h",112,1,3,2,650,1950,5070,"7/05/2016",2016,66
526000,12.4,"h",101,1,3,1,404,1960,5070,"7/11/2016",2016,56
540000,12.4,"h",94,1,3,1,614,1960,5070,"7/11/2016",2016,56
540000,12.4,"h",164,2,4,3,254,1990,5070,"8/10/2016",2016,26
625000,12.4,"h",88,1,3,2,585,1960,5070,"10/12/2016",2016,56
681000,12.4,"h",153,2,3,4,587,1970,5070,"10/12/2016",2016,46
640000,12.4,"h",97,1,3,2,720,1950,5070,"10/12/2016",2016,66
783000,12.4,"h",115,2,3,1,603,1940,5070,"10/12/2016",2016,76
635000,12.4,"h",116,2,4,2,567,1950,5070,"11/03/2017",2017,67
619000,12.4,"h",114,1,2,2,640,1970,5070,"13/08/2016",2016,46
460000,12.4,"t",112,1,3,1,314,1970,5070,"15/10/2016",2016,46
751000,12.4,"h",103,6,3,2,592,1960,5070,"17/09/2016",2016,56
609000,12.4,"h",120,1,3,4,528,1965,5070,"17/09/2016",2016,51
752500,12.4,"h",135,1,4,2,0,1950,5070,"18/03/2017",2017,67
650000,12.4,"h",97,1,3,3,602,1950,5070,"18/03/2017",2017,67
750000,12.4,"h",219,2,4,1,613,1970,5070,"18/06/2016",2016,46
527000,12.4,"h",103,1,3,1,609,1960,5070,"22/05/2016",2016,56
515000,12.4,"h",107,1,3,1,599,1960,5070,"22/05/2016",2016,56
617000,12.4,"h",114,1,3,1,540,1960,5070,"23/04/2016",2016,56
540000,12.4,"u",120,2,4,3,209,1960,5070,"24/09/2016",2016,56
631000,12.4,"h",133,2,3,2,297,2012,5070,"24/09/2016",2016,4
640000,12.4,"h",135,1,3,4,533,1965,5070,"25/02/2017",2017,52
575000,12.4,"h",109,1,2,2,621,1960,5070,"27/06/2016",2016,56
562000,12.4,"h",136,2,4,2,374,2005,5070,"27/06/2016",2016,11
620000,12.4,"h",190,1,3,2,604,1970,5070,"27/06/2016",2016,46
652500,12.4,"h",113,1,3,1,592,1960,5070,"27/11/2016",2016,56
1010000,12.4,"h",338,2,4,2,607,2015,5070,"28/05/2016",2016,1
492000,12.4,"t",107,1,3,1,208,2011,5070,"28/08/2016",2016,5
422500,12.4,"u",91,2,3,1,195,2000,5070,"30/07/2016",2016,16
1865000,7.5,"h",120,2,3,2,431,1950,6482,"4/03/2017",2017,67
1700000,7.5,"h",203,3,5,2,431,1920,6482,"6/08/2016",2016,96
1450000,7.5,"h",176,2,3,2,466,1915,6482,"7/05/2016",2016,101
1110000,7.5,"t",169,2,3,2,94,2005,6482,"8/10/2016",2016,11
3100000,7.5,"h",232,2,4,2,640,1907,6482,"10/09/2016",2016,109
555000,7.5,"u",69,1,2,1,0,1970,6482,"10/09/2016",2016,46
1700000,7.5,"h",228,2,3,1,646,1980,6482,"10/09/2016",2016,36
1585000,7.5,"h",102,1,2,2,390,1935,6482,"10/12/2016",2016,81
935000,7.5,"u",107,2,3,1,144,1975,6482,"10/12/2016",2016,41
460000,7.5,"u",55,1,2,1,0,1967,6482,"10/12/2016",2016,49
2800000,7.5,"h",171,1,4,2,764,1940,6482,"12/11/2016",2016,76
573000,7.5,"u",60,1,2,1,0,1970,6482,"13/08/2016",2016,46
680000,7.5,"u",110,1,2,1,0,1945,6482,"13/08/2016",2016,71
2250000,7.5,"h",319,2,5,2,452,1902,6482,"14/05/2016",2016,114
2381000,7.5,"h",166,2,4,2,457,1900,6482,"15/10/2016",2016,116
1738000,7.5,"t",241,3,4,2,324,2002,6482,"15/10/2016",2016,14
735000,7.5,"u",95,1,3,1,0,1970,6482,"16/04/2016",2016,46
1420000,7.5,"h",130,1,3,2,362,1910,6482,"17/09/2016",2016,106
4e+05,7.5,"u",60,1,2,1,0,1965,6482,"17/09/2016",2016,51
1335000,7.5,"h",70,1,2,0,229,1900,6482,"17/09/2016",2016,116
1825000,7.5,"h",120,2,3,2,431,1950,6482,"17/09/2016",2016,66
840000,7.5,"u",99,1,2,1,150,1969,6482,"18/03/2017",2017,48
3500000,7.5,"h",360,2,5,2,1250,2000,6482,"18/06/2016",2016,16
444000,7.5,"u",68,1,2,1,0,1970,6482,"18/06/2016",2016,46
1320000,7.5,"h",162,2,3,1,213,1890,6482,"18/06/2016",2016,126
1890000,7.5,"h",173,1,3,2,477,1880,6482,"18/06/2016",2016,136
2450000,7.5,"h",172,2,4,1,697,1905,6482,"19/11/2016",2016,111
1590000,7.5,"t",181,2,3,2,289,2010,6482,"19/11/2016",2016,6
2450000,7.5,"h",316,3,4,2,523,1955,6482,"22/05/2016",2016,61
706000,7.5,"u",90,1,2,1,172,1960,6482,"22/08/2016",2016,56
2500000,7.5,"h",240,3,5,3,757,1925,6482,"22/08/2016",2016,91
2350000,7.5,"h",220,2,4,2,556,1900,6482,"22/08/2016",2016,116
1385000,7.5,"h",113,1,2,2,326,1940,6482,"22/08/2016",2016,76
655250,7.5,"u",69,1,2,1,1153,1970,6482,"23/04/2016",2016,46
1666000,7.5,"h",198,2,6,0,350,1900,6482,"24/09/2016",2016,116
430000,7.5,"u",58,1,1,1,2276,1950,6482,"25/02/2017",2017,67
505000,7.5,"u",78,1,2,1,0,1965,6482,"27/06/2016",2016,51
1650000,7.5,"h",115,1,3,1,354,1900,6482,"27/11/2016",2016,116
371000,7.5,"u",44,1,1,0,917,1970,6482,"28/05/2016",2016,46
1625000,7.5,"h",115,2,3,1,255,1890,6482,"28/05/2016",2016,126
975000,7.5,"h",120,1,3,1,211,1990,6482,"30/07/2016",2016,26
546500,10.6,"u",69,1,2,1,132,1972,2890,"3/12/2016",2016,44
1220000,10.6,"h",136,1,3,1,858,1960,2890,"6/08/2016",2016,56
550000,10.6,"t",123,1,3,2,235,1990,2890,"6/08/2016",2016,26
705000,10.6,"t",110,1,2,1,182,1973,2890,"6/08/2016",2016,43
490000,10.6,"h",89,1,2,1,187,1980,2890,"10/12/2016",2016,36
1110000,10.6,"h",190,1,3,2,600,1950,2890,"12/11/2016",2016,66
540000,10.6,"u",97,1,2,2,153,1972,2890,"12/11/2016",2016,44
750000,10.6,"h",140,1,3,2,577,1955,2890,"16/04/2016",2016,61
1401000,10.6,"h",222,2,5,2,580,1940,2890,"19/11/2016",2016,76
1195000,10.6,"h",159,1,3,1,662,1950,2890,"24/09/2016",2016,66
690000,10.6,"t",88,1,2,1,110,2010,2890,"25/02/2017",2017,7
1375000,10.6,"h",115,1,3,1,639,1965,2890,"25/02/2017",2017,52
1400000,10.6,"h",109,1,3,1,827,1952,2890,"27/11/2016",2016,64
475000,10.6,"u",68,1,2,2,247,1974,2890,"28/05/2016",2016,42
1030000,10.6,"h",357,3,3,2,649,2017,2890,"30/07/2016",2016,-1
1125000,10.6,"h",125,1,3,2,0,1950,2890,"30/07/2016",2016,66
3850000,9,"h",405,4,5,2,2064,1951,1554,"3/12/2016",2016,65
1605000,9,"h",117,1,3,1,624,1950,1554,"6/08/2016",2016,66
470000,9,"u",65,1,2,1,1473,1960,1554,"6/08/2016",2016,56
1740000,9,"h",249,3,4,3,948,1960,1554,"7/11/2016",2016,56
1660000,9,"h",315,2,4,2,830,1950,1554,"8/10/2016",2016,66
2200000,9,"h",247,2,4,2,1004,1935,1554,"12/11/2016",2016,81
1875000,9,"h",318,3,4,2,583,1975,1554,"18/06/2016",2016,41
1797000,9,"h",250,3,5,3,826,1955,1554,"22/05/2016",2016,61
1050000,9,"t",165,2,3,1,180,2012,1554,"22/08/2016",2016,4
551000,14.5,"h",121,1,3,0,610,1955,851,"4/03/2017",2017,62
350000,14.5,"h",110,1,3,2,600,1950,851,"7/05/2016",2016,66
425000,14.5,"h",90,1,3,2,650,1975,851,"16/04/2016",2016,41
6e+05,14.5,"h",173,1,3,2,647,1960,851,"22/05/2016",2016,56
460000,14.5,"h",92,1,3,1,601,1960,851,"24/09/2016",2016,56
611000,14.5,"h",93,1,3,3,624,1966,851,"25/02/2017",2017,51
495000,14.5,"h",92,1,3,2,598,1965,851,"27/11/2016",2016,51
472500,14.5,"h",88,1,2,2,729,1960,851,"28/05/2016",2016,56
480000,12.4,"u",110,2,3,1,218,2004,1414,"3/12/2016",2016,12
980000,12.4,"h",165,1,3,1,907,1960,1414,"8/10/2016",2016,56
610000,12.4,"h",120,1,4,1,465,1970,1414,"12/11/2016",2016,46
607500,12.4,"h",153,2,3,1,468,1970,1414,"28/08/2016",2016,46
677200,7.8,"h",179,2,2,1,180,2011,1808,"3/12/2016",2016,5
1155000,7.8,"h",123,2,3,2,269,1915,1808,"4/06/2016",2016,101
817000,7.8,"h",105,1,3,1,259,1940,1808,"6/08/2016",2016,76
1035000,7.8,"h",145,2,3,2,275,1920,1808,"6/08/2016",2016,96
677500,7.8,"h",89,1,2,1,224,1915,1808,"7/05/2016",2016,101
760000,7.8,"h",114,1,3,1,350,1950,1808,"10/12/2016",2016,66
730000,7.8,"h",130,2,2,0,84,1900,1808,"12/11/2016",2016,116
440000,7.8,"u",74,1,2,1,117,2008,1808,"15/10/2016",2016,8
685000,7.8,"h",219,1,2,1,220,1890,1808,"17/09/2016",2016,126
210000,7.8,"u",36,1,1,1,0,1970,1808,"18/03/2017",2017,47
1340000,7.8,"h",132,2,3,0,272,1915,1808,"19/11/2016",2016,101
925000,7.8,"h",4,2,4,1,276,1948,1808,"19/11/2016",2016,68
1275000,7.8,"h",172,2,4,1,274,1910,1808,"24/09/2016",2016,106
925000,7.8,"h",100,1,3,1,275,1920,1808,"24/09/2016",2016,96
1336000,7.8,"h",109,2,4,1,343,1920,1808,"26/07/2016",2016,96
2e+05,7.8,"u",38,1,1,1,0,1960,1808,"30/07/2016",2016,56
1100000,12.1,"t",160,3,4,2,286,1990,4442,"4/03/2017",2017,27
1160000,12.1,"t",172,2,3,2,302,2000,4442,"4/06/2016",2016,16
820000,12.1,"h",107,1,3,1,274,1925,4442,"4/06/2016",2016,91
740000,12.1,"u",89,1,2,1,161,1980,4442,"6/08/2016",2016,36
975000,12.1,"u",109,2,3,1,277,1975,4442,"7/05/2016",2016,41
1060000,12.1,"h",130,1,3,2,595,1957,4442,"7/05/2016",2016,59
680000,12.1,"u",94,1,2,2,275,1975,4442,"7/05/2016",2016,41
1430000,12.1,"h",163,1,3,2,618,1960,4442,"10/12/2016",2016,56
1370000,12.1,"h",168,2,3,2,834,1954,4442,"12/11/2016",2016,62
605000,12.1,"u",72,2,2,2,5289,2013,4442,"12/11/2016",2016,3
1610000,12.1,"h",167,2,4,2,660,1920,4442,"15/10/2016",2016,96
256500,12.1,"u",37,1,1,1,0,1966,4442,"18/06/2016",2016,50
1300000,12.1,"h",223,2,5,2,683,1960,4442,"22/08/2016",2016,56
835000,12.1,"u",104,1,3,1,181,1975,4442,"22/08/2016",2016,41
861500,12.1,"h",125,2,2,1,293,2004,4442,"24/09/2016",2016,12
5e+05,12.1,"u",70,2,2,1,5289,2013,4442,"24/09/2016",2016,3
1400000,12.1,"h",178,2,4,2,557,1955,4442,"25/02/2017",2017,62
603000,12.1,"u",92,1,2,1,102,1960,4442,"26/07/2016",2016,56
1100000,12.1,"h",169,2,3,2,506,1950,4442,"27/06/2016",2016,66
1090000,12.1,"h",138,2,3,2,553,1960,4442,"27/11/2016",2016,56
1800000,12.1,"h",267,2,4,2,990,2003,4442,"28/05/2016",2016,13
745500,12.1,"t",110,1,2,1,186,1980,4442,"30/07/2016",2016,36
1401000,11.8,"h",150,2,3,2,650,1950,3578,"3/12/2016",2016,66
2250000,11.8,"h",235,1,4,2,903,1985,3578,"3/12/2016",2016,31
1715000,11.8,"h",226,2,4,2,705,1922,3578,"3/12/2016",2016,94
250000,11.8,"u",36,1,1,1,0,1960,3578,"4/02/2016",2016,56
1920000,11.8,"h",808,1,4,1,805,1925,3578,"4/06/2016",2016,91
1918000,11.8,"h",162,2,4,1,678,1920,3578,"6/08/2016",2016,96
9e+05,11.8,"u",91,1,3,1,265,1990,3578,"6/08/2016",2016,26
1770000,11.8,"h",142,2,3,2,667,1950,3578,"10/09/2016",2016,66
1250000,11.8,"t",188,2,3,2,326,2000,3578,"10/09/2016",2016,16
822500,11.8,"u",93,2,3,3,0,1970,3578,"12/11/2016",2016,46
810000,11.8,"h",90,1,2,1,210,1996,3578,"12/11/2016",2016,20
1322000,11.8,"h",156,1,3,1,551,1940,3578,"12/11/2016",2016,76
1845000,11.8,"h",189,3,4,1,718,1939,3578,"15/10/2016",2016,77
1535000,11.8,"h",140,1,3,2,578,1935,3578,"15/10/2016",2016,81
2005000,11.8,"h",193,2,4,2,691,1935,3578,"15/10/2016",2016,81
932000,11.8,"u",92,2,3,1,180,1997,3578,"15/10/2016",2016,19
1500000,11.8,"h",153,2,4,2,862,1970,3578,"16/04/2016",2016,46
1390000,11.8,"h",158,2,4,2,666,1937,3578,"16/07/2016",2016,79
940000,11.8,"h",124,1,3,1,397,1940,3578,"16/07/2016",2016,76
296000,11.8,"u",36,1,1,1,0,1970,3578,"17/09/2016",2016,46
475000,11.8,"u",52,1,2,1,0,2011,3578,"19/11/2016",2016,5
820000,11.8,"u",127,2,3,1,238,1998,3578,"22/05/2016",2016,18
940000,11.8,"u",137,2,3,1,382,1998,3578,"23/04/2016",2016,18
1470000,11.8,"h",163,2,3,2,0,1980,3578,"25/02/2017",2017,37
430000,11.8,"u",69,1,2,1,0,1970,3578,"25/02/2017",2017,47
362000,11.8,"u",44,1,1,1,0,2010,3578,"26/07/2016",2016,6
410000,11.8,"u",65,1,2,1,0,1970,3578,"26/07/2016",2016,46
1177000,11.8,"h",105,1,2,2,452,1930,3578,"27/11/2016",2016,86
617500,11.8,"u",91,1,2,1,94,1970,3578,"28/05/2016",2016,46
405000,11.8,"u",68,1,2,1,0,1970,3578,"28/08/2016",2016,46
1020000,8.2,"h",199,3,6,2,554,1940,5058,"3/12/2016",2016,76
912500,8.2,"h",98,1,2,1,444,1940,5058,"3/12/2016",2016,76
710000,8.2,"h",131,1,4,1,255,1920,5058,"4/03/2017",2017,97
837000,8.2,"h",149,2,4,3,390,1950,5058,"4/03/2017",2017,67
850000,8.2,"h",179,2,4,2,497,1980,5058,"4/06/2016",2016,36
520000,8.2,"u",171,2,6,1,0,1970,5058,"7/05/2016",2016,46
347000,8.2,"u",56,1,3,1,0,1965,5058,"7/11/2016",2016,51
438000,8.2,"h",75,1,2,2,0,1970,5058,"8/10/2016",2016,46
415000,8.2,"h",64,1,2,1,80,1980,5058,"10/09/2016",2016,36
723000,8.2,"h",125,1,3,2,302,1938,5058,"10/09/2016",2016,78
530000,8.2,"u",171,2,4,1,0,1970,5058,"10/09/2016",2016,46
967000,8.2,"h",113,1,3,2,347,1925,5058,"10/12/2016",2016,91
840000,8.2,"h",123,1,3,1,442,1950,5058,"10/12/2016",2016,66
910000,8.2,"h",162,1,3,1,412,1980,5058,"11/02/2017",2017,37
820000,8.2,"h",131,1,3,3,440,1950,5058,"12/11/2016",2016,66
756000,8.2,"h",360,1,3,1,353,1925,5058,"13/08/2016",2016,91
620000,8.2,"t",148,1,3,2,255,2001,5058,"15/10/2016",2016,15
875000,8.2,"h",94,2,3,3,336,1910,5058,"15/10/2016",2016,106
830000,8.2,"h",144,1,4,2,426,1930,5058,"17/09/2016",2016,86
545000,8.2,"u",2,1,2,1,154,2005,5058,"18/03/2017",2017,12
913000,8.2,"h",96,1,3,3,448,1925,5058,"19/11/2016",2016,91
850000,8.2,"h",101,1,2,2,462,1960,5058,"22/05/2016",2016,56
770000,8.2,"h",95,1,2,1,267,1940,5058,"24/09/2016",2016,76
